"","x"
"1",1.95538579138369
"2",2.03293059242369
"3",0.969670387885938
"4",0.834634305478478
"5",3.27526381437818
"6",0.00452253120796049
"7",-2.08166817117217e-14
"8",0.0190869201843193
"9",0.82576593534346
"10",0.393894797361064
"11",0.000211722952405135
"12",-2.08166817117217e-14
"13",0.0164236126098916
"14",0.0742154265793143
"15",1.08863925003897
"16",0.299171653860083
"17",-2.08166817117217e-14
"18",-2.08166817117217e-14
"19",-2.08166817117217e-14
"20",1.72239678731925
"21",0.0900888743620621
"22",-2.08166817117217e-14
"23",-2.08166817117217e-14
"24",0.0657790973648995
"25",-2.08166817117217e-14
"26",-2.08166817117217e-14
"27",-2.08166817117217e-14
"28",-2.08166817117217e-14
"29",-2.08166817117217e-14
"30",-2.08166817117217e-14
"31",-2.08166817117217e-14
"32",0.271846270980282
"33",0.867405138420684
"34",0.00162422184301364
"35",23.8470355699997
"36",17.4542344199482
"37",1.44225473321425
"38",1.01951407118692
"39",0.000376514624926244
"40",0.00996450779077299
"41",1.12432299037215
"42",2.19946798231955
"43",8.00695492050431
"44",0.675715541938361
"45",12.24407434312
"46",0.00344241942806622
"47",0.0720138719357465
"48",0.383060365087965
"49",0.0417116459388956
"50",0.303421650133417
"51",0.147793794680766
"52",0.00141500643267928
"53",0.109666551102148
"54",1.4905548194237
"55",1.93250379349136
"56",2.28051058303841
"57",2.2928490837127
"58",0.0096690965561481
"59",-2.08166817117217e-14
"60",-2.08166817117217e-14
"61",-2.08166817117217e-14
"62",-2.08166817117217e-14
"63",-2.08166817117217e-14
"64",-2.08166817117217e-14
"65",-2.08166817117217e-14
"66",-2.08166817117217e-14
"67",-2.08166817117217e-14
"68",8.59755733843601e-05
"69",-2.08166817117217e-14
"70",-2.08166817117217e-14
"71",-2.08166817117217e-14
"72",0.212147269580395
"73",0.165290200219054
"74",4.77560874032418
"75",0.110586079456401
"76",0.448651888065811
"77",-2.08166817117217e-14
"78",-2.08166817117217e-14
"79",-2.08166817117217e-14
"80",-2.08166817117217e-14
"81",-2.08166817117217e-14
"82",-2.08166817117217e-14
"83",-2.08166817117217e-14
"84",-2.08166817117217e-14
"85",-2.08166817117217e-14
"86",-2.08166817117217e-14
"87",-2.08166817117217e-14
"88",-2.08166817117217e-14
"89",-2.08166817117217e-14
"90",-2.08166817117217e-14
